Event,Energy_Cinetica,Particle,x,y,z,Volume

151,1
547,1
1052,1
1109,1
1286,1
1354,1
1364,1
1514,1
1528,1
1735,1
1855,1
2029,1
2307,1
2557,1
2600,1
2972,1
3039,1
3251,1
3701,1
4019,1
4254,1
4367,1
4374,1
4462,1
4660,1
4783,1
5223,1
5294,1
5691,1
6073,1
6321,1
6675,1
6826,1
6893,1
7199,1
7439,1
7545,1
7550,1
8525,1
9238,1
9408,1
9633,1
9703,1
10575,1
10942,1
11416,1
11624,1
11964,1
13155,1
13179,1
13645,1
13687,1
13712,1
14037,1
14107,1
14211,1
14215,1
14282,1
14396,1
14826,1
15349,1
15412,1
15468,1
15641,1
16010,1
16189,1
16457,1
16528,1
16530,1
16948,1
17090,1
17144,1
17249,1
17273,1
17307,1
17360,1
17480,1
18288,1
18463,1
18955,1
19461,1
19832,1
19943,1
20402,1
20624,1
20846,1
20910,1
21574,1
21594,1
22062,1
22365,1
22586,1
22782,1
23117,1
23200,1
23927,1
24132,1
24427,1
24507,1
24686,1
24756,1
25080,1
25623,1
25931,1
25980,1
26028,1
26042,1
26215,1
26371,1
26443,1
26455,1
27293,1
27369,1
27630,1
27804,1
27885,1
28030,1
28485,1
28646,1
28780,1
29319,1
29352,1
29754,1
29996,1
30411,1
30515,1
30829,1
30882,1
31138,1
31358,1
31426,1
31477,1
31745,1
31755,1
31776,1
32135,1
32319,1
32512,1
32915,1
33272,1
33700,1
33914,1
33952,1
34591,1
34669,1
34678,1
34695,1
35042,1
35233,1
35385,1
35784,1
35870,1
36091,1
36231,1
36932,1
37092,1
37187,1
37435,1
37497,1
37527,1
37569,1
37830,1
38663,1
38749,1
38755,1
39331,1
39336,1
39431,1
39547,1
39703,1
39713,1
40126,1
40806,1
41400,1
41419,1
41686,1
41917,1
42288,1
42513,1
42582,1
42924,1
43071,1
43636,1
43702,1
43788,1
44045,1
44240,1
44644,1
44650,1
44767,1
45227,1
45841,1
45942,1
46058,1
46663,1
47068,1
47084,1
47822,1
48413,1
48786,1
49421,1
49634,1
49726,1
50143,1
50375,1
50485,1
50575,1
50698,1
50886,1
51018,1
51187,1
51378,1
51399,1
51462,1
51658,1
51698,1
51705,1
51767,1
52087,1
52157,1
52513,1
52852,1
53179,1
53217,1
53278,1
53393,1
53398,1
54230,1
55076,1
55173,1
55276,1
55413,1
55852,1
56291,1
56398,1
56491,1
56538,1
56555,1
57367,1
57582,1
57707,1
58426,1
58452,1
58527,1
58652,1
58949,1
59191,1
59379,1
59403,1
59546,1
59955,1
60080,1
60329,1
60689,1
60999,1
61016,1
61583,1
61947,1
62050,1
62185,1
62741,1
62855,1
62956,1
63028,1
63144,1
63438,1
63587,1
63824,1
63845,1
64279,1
64311,1
64404,1
65187,1
65510,1
65551,1
66076,1
66157,1
66165,1
66292,1
66391,1
66465,1
66645,1
67302,1
67430,1
67927,1
67979,1
68407,1
68600,1
69036,1
69310,1
69587,1
70091,1
70199,1
71416,1
71880,1
71993,1
71997,1
72120,1
72667,1
73128,1
73661,1
73670,1
73898,1
74021,1
74262,1
74532,1
74602,1
74817,1
74953,1
75575,1
75909,1
75949,1
76152,1
76462,1
76480,1
76885,1
76889,1
77020,1
77279,1
77357,1
77496,1
77681,1
77946,1
78663,1
78691,1
79014,1
79163,1
79846,1
80206,1
80355,1
80416,1
80429,1
80687,1
81003,1
81524,1
81727,1
82099,1
82902,1
83380,1
83679,1
83689,1
84455,1
84527,1
84792,1
84837,1
84885,1
84979,1
85919,1
85943,1
86421,1
87585,1
87639,1
87691,1
87778,1
87843,1
87936,1
88012,1
88590,1
89155,1
90684,1
91135,1
91473,1
91586,1
92821,1
92908,1
92972,1
92984,1
93260,1
93386,1
93451,1
93585,1
93871,1
94195,1
94209,1
94213,1
94495,1
94510,1
94545,1
94974,1
95006,1
95239,1
95463,1
95556,1
95667,1
95842,1
96053,1
96324,1
96471,1
96540,1
96979,1
97005,1
97056,1
97323,1
97333,1
97730,1
97958,1
98308,1
98642,1
99067,1
99085,1
99108,1
99186,1
99533,1
99548,1
99698,1
99909,1
