Event,KE_e,x,y,z
76723,3.78082,105.113,159.919,215
76724,7.77945,-123.463,26.6783,215
76725,5.5634,46.7866,132.369,215
76726,1.32603,25.9725,-515,-57.3984
76727,1.82776,515,-499.147,-310.893
76728,5.3599,394.165,33.372,215
76729,4.8067,-256.329,317.152,215
76730,3.70193,97.4862,515,-499.23
76731,3.66245,-515,-155.089,-171.392
76732,2.74252,-395.884,515,-340.327
76733,6.11807,515,262.591,29.3919
76734,0.410775,355.245,-515,-373.225
76735,5.12385,-247.536,71.2121,215
76736,3.54387,82.2818,-93.2878,215
76737,6.71337,132.603,114.144,215
76738,3.16722,-187.52,-515,-246.707
76739,2.38697,-515,27.7657,-151.637
76740,1.39792,-211.142,-515,108.562
76741,2.66104,-254.937,515,-277.19
76742,4.54442,-277.743,-190.507,215
76743,5.89977,515,36.4804,-55.2269
76744,4.9383,-5.35078,110.036,215
76745,4.21863,-118.261,-261.547,215
76746,1.87364,-116.399,515,-59.103
76747,5.27907,143.344,-76.1745,215
76748,5.12058,-102.558,59.3656,215
76749,5.00433,-98.8293,-104.264,215
76750,0.101266,515,78.3157,74.329
76751,2.52906,515,217.192,197.124
76752,0.977332,-131.7,116.157,-515
76753,1.73962,-86.1236,515,64.0734
76754,0.281456,325.095,228.419,215
76755,2.83334,-515,513.664,-70.5201
76756,0.723696,-143.935,-515,-259.409
76757,3.96942,234.57,-6.12736,-515
76758,7.93501,515,458.474,-487.964
76759,4.71032,-515,242.656,-364.469
76760,4.53426,-515,-85.4813,-324.083
76761,4.54418,-81.6862,515,-239.066
76762,3.03656,409.218,431.481,-515
76763,0.928807,449.848,-515,-285.413
76764,1.00789,71.9221,-158.084,215
76765,2.25181,-87.8404,515,134.452
76766,3.06438,-515,214.68,-46.9559
76767,5.95368,23.1604,91.7589,215
76768,3.24875,515,-230.808,194.684
76769,6.0964,-515,-265.771,-87.93
76770,6.32637,-55.6659,-334.781,215
76771,3.71617,-109.186,515,-90.103
76772,3.92057,-218.661,-52.9273,215
76773,2.33202,400.803,268.724,215
76774,1.73486,515,400.095,-96.0283
76775,3.86025,214.667,515,-123.367
76776,4.70263,-401.185,-515,-381.921
76777,2.36459,-9.68682,-69.9175,215
76778,4.79436,-20.7085,-107.257,-515
76779,5.18725,-197.315,72.1797,215
76780,4.36931,-515,-43.0078,-36.8464
76781,2.31129,-515,-424.198,-161.223
76782,1.46004,515,290.463,-153.476
76783,2.58307,7.99468,-515,38.2877
76784,2.80254,-157.221,-199.666,215
76785,3.79962,-243.91,-220.394,215
76786,0.59081,-195.515,-515,-275.805
76787,6.35785,231.919,515,133.117
76788,1.70549,31.5694,-465.119,215
76789,4.45974,24.8825,37.2375,215
76790,0.578365,515,-92.2547,-3.31247
76791,1.21046,515,84.1834,-15.2599
76792,3.79079,-110.322,-515,-171.86
76793,7.17256,387.505,85.7527,-515
76794,5.38788,-515,-95.4684,-165.585
76795,4.37908,-219.225,-6.44134,215
76796,5.84693,149.546,-63.9593,-515
76797,4.62662,396.859,515,202.971
76798,0.608554,-118.512,480.645,215
76799,3.1633,515,-67.5741,-386.376
76800,4.51384,-29.083,-515,10.5779
76801,3.24413,515,190.185,161.185
76802,4.94731,218.215,-74.4047,215
76803,0.559052,-418.527,-343.555,-515
76804,1.09844,-515,-129.419,-482.754
76805,3.72799,515,-217.647,-287.309
76806,4.25106,-515,466.168,79.7617
76807,0.734582,-151.476,180.94,-515
76808,3.03733,-12.2741,-35.0331,-515
76809,3.37679,-396.539,515,-173.906
76810,3.23472,174.349,305.641,215
76811,2.14049,14.9464,23.0584,-515
76812,0.935731,-146.512,515,-508.259
76813,6.16775,376.366,105.563,-515
76814,5.91487,-176.044,515,-10.5448
76815,7.26759,403.415,-143.009,-515
76816,1.36352,228.113,-238.479,-515
76817,9.50291,515,-227.577,-132.704
76818,5.14465,-319.466,-515,-309.951
76819,3.62688,-515,172.022,-495.018
76820,6.88043,-242.472,515,-281.491
76821,4.49528,-102.767,-515,-155.417
76822,6.01587,5.10045,-206.818,-515
76823,5.79555,-515,408.395,-224.323
76824,2.54305,-245.429,177.119,215
76825,6.57304,345.478,-147.44,215
76826,2.3174,515,99.1374,111.412
76827,2.38953,515,118.241,-393.57
76828,6.48246,-376.225,117.317,-515
76829,5.54741,13.6015,205.346,215
76830,5.08583,515,323.103,-269.724
76831,7.46949,-485.275,350.916,-515
76832,5.99895,156.506,-115.182,215
76833,3.39008,-164.639,-115.472,215
76834,1.49626,515,158.84,-17.9263
76835,1.35944,-88.3309,-62.3942,215
76836,2.7675,-515,270.723,-485.987
76837,0.328886,-1.45651,-215.466,215
76838,0.263852,-53.167,-136.73,215
76839,3.31969,-515,170.893,59.9213
76840,1.69665,31.8291,300.904,215
76841,6.55817,-97.9559,-484.022,-515
76842,9.98086,-515,-246.826,124.218
76843,1.29795,129.02,217.74,215
76844,7.37507,-515,-319.995,-188.059
76845,2.81311,-399.661,-121.479,-515
76846,1.07277,242.268,-515,26.2109
76847,3.19114,-264.962,-515,14.2509
76848,3.79496,15.5416,-515,-317.111
76849,6.93969,27.9452,-515,48.4679
76850,3.42972,-360.404,-515,32.9181
76851,5.75931,-515,-329.752,13.6374
76852,0.715589,22.1431,-26.6514,-515
76853,1.22089,-137.169,515,-393.551
76854,6.45531,178.33,159.415,215
76855,3.91961,-140.765,144.65,-515
76856,1.63287,-515,-23.9642,88.1758
76857,1.39464,-515,245.855,-204.112
76858,0.913252,515,-389.283,-59.1397
76859,4.36652,354.232,-463.222,215
76860,3.10736,-132.234,-515,-63.7882
76861,5.03479,515,-130.546,209.938
76862,0.632764,131.174,-515,-299.868
76863,4.48972,515,-260.255,-154.665
76864,7.69463,444.116,125.201,-515
76865,4.78515,-261.966,515,179.731
76866,2.84978,-126.864,-515,81.5519
76867,1.76313,-115.462,-515,211.208
76868,6.38275,-401.288,132.062,-515
76869,4.36296,-515,-38.4422,-35.6364
76870,0.852664,298.807,96.519,215
76871,2.83661,515,156.032,184.517
76872,2.27599,87.5807,-100.163,215
76873,1.89756,271.391,-323.032,215
76874,4.13782,49.5296,-321.715,215
76875,3.13627,-323.377,-515,-382.43
76876,1.62939,-130.492,515,-434.488
76877,1.98425,241.371,321.729,215
76878,5.5873,-515,323.928,175.917
76879,2.73817,-238.202,515,-15.7327
76880,7.00513,-219.563,372.203,215
76881,6.58183,345.19,-429.52,-515
76882,3.82893,-448.268,-29.2228,-515
76883,1.65516,-361.451,-269.891,-515
76884,1.41253,-34.2336,-151.392,215
76885,5.08149,398.728,-83.1825,215
76886,1.51591,-27.4542,-133.839,215
76887,6.1906,-125.341,195.875,215
76888,5.51903,293.618,88.7683,-515
76889,4.45546,339.685,-515,86.5954
76890,5.83109,-209.477,211.839,215
76891,3.4217,351.665,-145.533,215
76892,1.04604,515,43.6411,-422.658
76893,2.57508,-79.1835,-40.1475,215
76894,0.739974,-91.4898,74.6579,215
76895,1.65196,-515,-308.008,148.68
76896,2.0496,262.108,-515,152.836
76897,5.71675,-218.842,139.059,-515
76898,3.50223,515,317.181,164.364
76899,1.14846,-515,-264.789,-7.43465
76900,2.0707,-515,-429.939,168.46
76901,9.4794,515,-273.012,-92.3746
76902,3.85048,515,-260.908,118.642
76903,6.83683,-322.245,281.586,215
76904,4.59998,515,237.254,-322.032
76905,4.42834,67.6956,2.56465,215
76906,0.887193,-153.024,-196.792,215
76907,5.12612,-85.3499,515,113.172
76908,4.74589,111.176,-243.98,215
76909,8.29103,-96.3653,-515,-215.918
76910,3.15053,-213.11,-515,208.759
76911,6.82168,298.558,-303.023,-515
76912,8.92251,128.004,342.521,215
76913,7.1796,-57.9968,-515,-130.489
76914,0.429515,-515,375.646,23.8715
76915,3.30817,40.6801,-305.144,215
76916,3.55058,-109.211,-236.311,215
76917,7.96635,-160.72,515,-248.846
76918,3.6558,-158.662,515,69.5948
76919,7.41374,-515,22.7297,-67.7379
76920,0.718605,408.261,97.3963,-515
76921,2.22638,515,13.9141,-337.682
76922,3.58371,1.82822,-515,43.9304
76923,5.78681,-248.693,-35.0265,215
76924,6.44237,382.817,327.175,-515
76925,4.88993,83.6432,106.662,215
76926,4.11224,220.691,252.627,215
76927,3.84286,-68.337,-515,-393.534
76928,5.35137,-376.369,515,137.405
76929,4.39099,-8.39903,11.7979,215
76930,5.1861,-489.346,-420.821,215
76931,4.34603,12.5083,213.781,-515
76932,0.743818,-100.754,6.98863,215
76933,6.92982,215.661,280.197,215
76934,1.43704,-202.449,-515,-179.688
76935,1.76541,-91.339,-49.258,215
76936,2.9699,-293.189,-515,-186.316
76937,6.44376,87.2271,1.52311,215
76938,6.09657,-515,256.977,-76.4755
76939,3.691,515,279.189,-302.99
76940,1.18397,255.624,515,-99.2304
76941,2.14463,339.871,358.958,215
76942,2.83176,138.918,-22.8509,215
76943,4.53762,-389.749,-227.928,215
76944,3.47386,77.5918,70.0836,215
76945,5.71988,515,-24.4234,-2.81676
76946,0.769243,256.91,515,-467.394
76947,2.84069,28.752,469.415,215
76948,3.47641,-374.135,515,97.5006
76949,6.0973,336.321,-515,7.64082
76950,4.56937,-130.711,-515,-426.944
76951,6.75544,81.6505,190.046,215
76952,2.13306,123.568,-91.7713,215
76953,1.8892,-515,126.74,-71.712
76954,4.20676,396.702,-515,-400.345
76955,2.56191,-515,153.75,-183.612
76956,9.46849,-15.3943,-108.642,215
76957,7.33398,157.489,-326.454,215
76958,5.07493,-153.64,-105.271,215
76959,5.65523,228.421,515,-447.557
76960,0.682944,-20.7845,75.7441,215
76961,0.342676,-188.464,-298.482,-515
76962,5.48587,515,-511.695,83.0831
76963,5.56432,-38.4254,-515,-271.959
76964,3.45066,515,-131.786,100.483
76965,3.62642,-416.989,-515,77.2026
76966,5.73354,-14.8866,-56.0068,215
76967,2.79318,-515,336.571,-290.138
76968,4.9357,515,-379.633,55.9838
76969,4.32305,95.5797,-515,-345.717
76970,0.587511,186.281,107.969,215
76971,2.63106,515,-245.499,-22.7442
76972,3.22956,-81.4448,55.9802,215
76973,2.52945,-65.2335,515,54.8853
76974,6.9741,-515,-110.119,31.5901
76975,4.02758,-181.199,-291.244,215
76976,0.404939,-515,-1.81909,-426.025
76977,3.41385,515,-32.2306,99.0801
76978,0.566658,35.5433,162.8,215
76979,7.21694,515,-351.091,-26.6712
76980,0.319732,112.991,-64.0126,215
76981,2.22609,515,-403.952,-308.69
76982,4.84132,-504.495,515,128.418
76983,3.35538,-515,-230.694,-264.704
76984,0.262381,-515,240.265,-6.72704
76985,7.21631,-154.213,-515,-205.332
76986,0.377506,-156.372,233.03,215
76987,4.6828,-515,-454.152,180.754
76988,5.07925,3.17616,-85.5959,215
76989,0.665019,67.1464,-515,-35.6251
76990,4.88936,-515,76.6261,-431.006
76991,2.94638,35.1281,-104.395,215
76992,3.14161,515,138.45,16.4811
76993,2.15694,0.50473,140.93,215
76994,1.84212,-294.234,246.628,215
76995,3.34635,166.887,-227.372,-515
76996,4.96072,515,352.141,-365.954
76997,4.85009,66.3264,515,62.8076
76998,5.40425,515,156.928,-388.55
76999,0.741745,515,-237.917,-158.783
77000,6.16872,98.6393,-515,-496.157
77001,2.79793,-113.974,434.911,-515
77002,4.39987,235.78,-515,-89.2275
77003,1.79729,-181.318,79.4146,215
77004,0.490432,-169.606,-515,-139.984
77005,3.88453,-515,-349.481,-368.912
77006,5.31638,515,91.6704,-324.021
77007,4.22645,48.9104,213.203,215
77008,3.76636,515,-248.591,176.331
77009,1.94276,-80.001,-515,-145.519
77010,6.43005,515,-26.5555,181.296
77011,7.28399,-438.126,191.684,-515
77012,6.54111,115.59,-112.222,-515
77013,2.8982,-515,108.005,-232.133
77014,4.71379,515,-61.5874,-244.828
77015,1.2296,399.986,110.359,-515
77016,3.7549,515,-14.2315,-274.956
77017,4.3188,90.5576,372.55,-515
77018,5.00129,380.015,151.399,215
77019,2.97984,-190.764,515,-54.1841
77020,5.82003,515,251.596,-72.181
77021,5.55467,384.262,36.7793,-515
77022,4.32073,88.3086,-12.2453,215
77023,4.94973,-63.1723,144.362,215
77024,0.366837,194.713,-22.2918,215
77025,9.45616,-47.1461,515,153.359
77026,5.19205,292.222,-67.7535,215
77027,3.00193,-515,57.0436,40.3637
77028,3.20205,-17.7702,-369.345,-515
77029,5.24857,-515,-276.532,11.1149
77030,7.08975,16.5106,98.5942,215
77031,2.66554,-291.174,-287.769,215
77032,0.833868,515,-182.756,-298.019
77033,4.75802,515,-246.697,81.958
77034,5.63835,368.202,515,-18.3721
77035,2.87605,-392.639,515,22.5901
77036,2.70297,378.389,47.1437,-515
77037,4.10186,77.8514,73.7527,215
77038,2.84706,-184.69,142.059,215
77039,0.91868,-515,128.478,168.852
77040,7.22634,-171.399,515,-140.457
77041,1.95708,-322.918,-278.815,215
77042,0.131457,459.149,515,68.3337
77043,2.80335,-515,293.664,-288.425
77044,2.94782,-100.404,-19.9513,215
77045,3.94843,429.65,-515,-66.3623
77046,4.79697,256.907,-515,196.736
77047,4.30331,-171.249,515,-337.799
77048,8.3015,290.777,428.237,-515
77049,7.32367,159.42,-123.025,-515
77050,4.43351,-54.4387,300.923,215
77051,0.635123,108.506,-515,-56.5969
77052,3.87106,214.4,-82.1222,-515
77053,3.78613,515,-146.19,187.556
77054,6.78209,172.772,-515,-30.1663
77055,2.29701,160.591,122.569,215
77056,0.470677,158.278,140.938,215
77057,3.33487,-515,-175.289,-383.071
77058,1.17892,450.093,-129.09,-515
77059,1.01078,-499.101,515,-130.714
77060,0.941261,515,-104.334,70.7734
77061,6.65645,-515,-242.25,76.4265
77062,0.496318,-353.527,515,53.6474
77063,0.249572,515,216.828,-501.949
77064,3.11249,61.1662,65.4776,215
77065,2.33155,-378.877,422.15,-515
77066,4.55334,27.1024,515,4.05571
77067,5.30212,6.74352,-475.013,-515
77068,4.74138,-515,428.628,168.036
77069,2.13064,30.9144,-515,-36.1276
77070,0.383063,-515,-330.375,-66.0609
77071,4.6793,-515,96.77,200.92
77072,6.72621,213.365,7.6658,-515
77073,4.5947,-410.532,-515,-23.2419
77074,5.26247,-141.776,22.3725,215
77075,2.6375,-515,-424.301,-412.5
77076,5.58655,483.876,-271.997,-515
77077,2.91679,53.5853,515,-266.809
77078,6.49785,-243.55,-224.16,215
77079,7.37958,-215.352,515,175.225
77080,2.96176,-342.975,351.41,215
77081,2.26901,374.137,155.787,215
77082,4.32044,262.188,-142.973,215
77083,5.08812,-72.0217,30.458,215
77084,3.09728,19.0911,-515,-44.7274
77085,4.37254,143.759,515,-115.571
77086,4.85946,-221.962,-515,-31.804
77087,4.6827,515,-159.73,-218.893
77088,8.69265,177.814,-42.9424,-515
77089,0.546476,-399.716,-515,-275.049
77090,1.95051,-515,-351.805,157.549
77091,4.18762,184.275,-416.915,215
77092,5.45372,-515,54.8218,-186.683
77093,3.85044,14.4653,515,104.288
77094,0.800616,402.418,-515,1.9485
77095,0.320343,212.397,-515,120.798
77096,5.92619,-515,23.8652,79.0479
77097,1.13108,-150.949,-477.7,-515
77098,5.93525,33.1935,-515,-116.066
77099,1.662,515,196.738,4.60231
77100,3.07908,-515,-330.955,113.577
77101,5.17432,-155.83,515,89.4202
77102,4.37271,-237.761,40.8799,215
77103,3.85748,-515,-74.0525,-289.438
77104,1.96921,-70.2316,44.9291,215
77105,3.32764,-94.9565,-515,79.6936
77106,4.85684,515,417.582,21.6592
77107,3.65316,135.393,15.6738,215
77108,2.03102,-515,-200.19,-322.657
77109,4.63381,510.099,515,89.2149
77110,6.42483,-515,405.105,108.695
77111,5.54987,-389.72,-515,-203.587
77112,4.05464,-515,150.424,-226.906
77113,9.05343,-93.249,135.87,215
77114,4.03022,-515,-211.62,-116.768
77115,3.16041,233.786,-515,151.87
77116,3.01104,264.082,-515,-121.677
77117,8.75157,-90.1339,46.3912,215
77118,5.34975,-166.147,-515,82.0417
77119,0.857392,515,-164.616,-67.568
77120,3.96259,-21.1949,313.25,-515
77121,0.248274,515,229.747,196.249
77122,1.95286,515,219.267,-54.9518
77123,8.94197,-515,14.3331,30.2159
77124,5.72696,54.2761,-515,-221.323
77125,7.83954,-515,379.311,-228.912
77126,4.11535,-61.309,-515,93.3219
77127,0.738869,515,44.5036,83.4618
77128,3.1042,481.405,-386.871,-515
77129,5.14244,-515,32.9896,-87.4805
77130,3.50625,433.874,515,-296.727
77131,6.58979,-288.217,-515,-189.629
77132,4.1415,-515,236.519,-298.257
77133,0.656348,515,431.936,193.599
77134,1.858,-363.298,10.7233,215
77135,3.80127,-13.2836,-175.899,215
77136,2.4671,-314.123,279.223,-515
77137,0.193361,515,219.1,19.8203
77138,3.51099,181.334,-276.387,215
77139,6.65998,-200.037,-250.946,215
77140,2.02319,-150.156,-515,142.882
77141,3.81657,-93.938,-515,-479.562
77142,5.40321,216.677,515,-147.292
77143,0.412575,-207.528,391.361,-515
77144,1.97773,-217.242,-515,-357.955
77145,5.3783,119.757,10.5002,215
77146,1.92449,0.0822121,-31.7757,215
77147,4.19662,-253.049,1.98489,-515
77148,5.54264,515,330.916,100.236
77149,4.91528,36.1979,-208.672,-515
77150,8.63536,370.292,-119.081,215
77151,9.15355,-179.846,-279.059,215
77152,6.20131,200.063,515,-209.571
77153,4.21737,324.273,381.016,215
77154,0.379834,-232.975,-100.068,215
77155,0.77151,-515,290.017,-244.503
77156,5.20038,515,496.071,-276.877
77157,1.29476,161.331,515,-106.853
77158,1.99421,515,35.0602,-73.7883
77159,1.82008,164.03,137.905,215
77160,0.482868,-383.647,-515,-425.508
77161,0.650913,-201.875,4.08668,215
77162,1.7469,508.292,515,48.2264
77163,3.89293,-62.0734,-25.9029,215
77164,3.83509,361.064,-213.482,215
77165,2.58026,189.511,39.3289,215
77166,4.30871,-444.989,515,121.211
77167,1.31315,-515,30.5343,-145.348
77168,6.12774,-234.65,515,-186.486
77169,3.30181,-515,-250.673,-299.833
77170,5.48955,-217.169,-515,-120.497
77171,5.64486,255.627,80.0047,215
77172,4.50521,345.91,188.062,215
77173,2.03466,252.7,-143.35,-515
77174,5.33119,24.7232,198.145,-515
77175,5.67678,173.289,115.672,215
77176,5.23383,-405.481,149.031,-515
77177,1.24635,-487.497,-326.842,-515
77178,5.77027,-247.721,-257.432,215
77179,1.60112,-207.381,-235.064,215
77180,4.93985,-2.67425,-36.1434,215
77181,6.53839,515,-478.54,-63.7624
77182,0.393888,-178.785,515,-105.878
77183,2.78398,-55.8737,-515,71.8093
77184,6.2519,101.213,132.297,-515
77185,5.91989,-515,-42.4397,-133.998
77186,6.58922,515,174.438,-204.208
77187,6.29394,71.3811,-87.4213,215
77188,5.50982,-293.575,-43.3234,215
77189,2.57115,2.00624,239.271,215
77190,2.38331,21.4113,-515,-219.502
77191,0.875958,162.671,-185.496,215
77192,2.87413,8.38236,-252.461,-515
77193,4.20553,32.2711,-515,-282.655
77194,4.52331,105.738,99.8041,215
77195,9.31909,-293.398,149.674,215
77196,0.699802,-100.631,-515,-33.1916
77197,7.98677,10.9631,-441.748,-515
77198,1.51178,-466.838,515,155.417
77199,6.63499,303.233,-515,-74.5499
77200,5.30275,147.383,-129.182,215
77201,5.60389,-515,64.0907,125.931
77202,6.40609,55.4869,515,-223.004
77203,1.83463,-141.733,-34.5029,215
77204,0.169799,-447.158,515,-19.6797
77205,4.76419,-146.582,-515,-288.467
77206,6.0347,-289.223,386.073,-515
77207,3.37737,-515,427.434,-205.56
77208,3.61047,-208.096,491.535,215
77209,4.27958,503.118,-515,-317.634
77210,3.12883,274.649,418.294,215
77211,0.106458,359.606,-515,50.5545
77212,1.67025,515,314.19,67.0422
77213,2.69982,-412.2,-506.778,215
77214,4.4406,-99.9838,-49.2273,215
77215,1.17571,-42.1653,125.294,-515
77216,4.75406,138.595,166.045,-515
77217,3.97771,355.571,515,-80.8168
77218,1.3146,-111.595,-41.5917,215
77219,0.271665,-35.0306,428.123,-515
77220,5.59731,300.628,-207.977,215
77221,7.79969,-187.964,180.865,-515
77222,3.54927,-326.918,176.16,215
77223,3.9516,297.248,19.2824,-515
77224,9.21344,-70.1408,-515,121.957
77225,2.60553,390.526,515,86.5473
77226,2.26079,515,-99.1338,-20.5298
77227,3.20382,515,288.474,-272.696
77228,0.902214,-220.143,94.4492,215
77229,3.33514,515,-238.662,-115.345
77230,1.96808,-394.716,515,-65.7452
77231,6.11646,223.695,-263.12,215
77232,4.25107,-46.4213,-515,-244.344
77233,5.01853,190.063,-4.50836,-515
77234,5.88605,24.8842,515,-296.344
77235,5.05612,-62.559,35.4536,215
77236,3.6009,515,-56.2317,163.377
77237,1.53483,-151.302,-319.232,215
77238,3.15857,-234.217,-515,-207.697
77239,5.03849,515,-380.774,-432.578
77240,3.92075,-163.839,-503.846,-515
77241,4.47817,-128.541,-152.335,-515
77242,0.587051,-515,-326.894,-268.397
77243,4.1945,27.2095,-265.326,215
77244,6.57926,-24.6887,34.821,215
77245,2.33152,15.8602,-127.565,215
77246,3.01186,337.233,316.939,-515
77247,0.811039,-511.914,378.436,-515
77248,4.84578,515,-510.55,-221.322
77249,1.09625,176.609,146.67,-515
77250,3.52651,-187.821,116.836,215
77251,1.80132,515,507.333,-155.605
77252,1.83312,-125.898,38.6014,215
77253,2.9171,150.483,515,-45.6771
77254,4.74629,176.181,515,89.7731
77255,2.39132,36.3732,-515,-225.236
77256,2.22925,-283.623,515,37.7749
77257,0.490556,-181.542,515,-65.1201
77258,5.3033,-372.161,-390.521,215
77259,0.340377,515,134.728,29.573
77260,0.603186,-464.926,243.009,215
77261,1.54263,-43.9989,-61.3059,215
77262,1.43318,-19.3264,-32.4451,215
77263,1.87313,-449.552,-515,214.939
77264,5.24122,-349.27,-38.2617,215
77265,6.42711,2.76834,456.133,215
77266,7.03507,-1.11014,-39.0401,215
77267,6.74491,-90.9856,-463.765,215
77268,4.32762,322.737,-515,-358.835
77269,0.660705,515,64.4708,-284.211
77270,2.4699,-104.536,-162.445,215
77271,4.70582,159.474,-515,-83.1725
77272,2.90223,55.8451,244.626,215
77273,4.498,-515,-85.5013,-393.161
77274,1.00219,-515,240.689,-59.5997
77275,2.27532,-404.237,442.689,-515
77276,6.17529,-69.4813,-126.61,215
77277,1.29716,149.721,515,-465.149
77278,1.35219,505.135,515,69.1694
77279,3.10474,-126.113,515,-38.3595
77280,8.70576,-325.776,-515,-7.54398
77281,4.60478,-515,224.682,-496.556
77282,4.82137,-515,286.132,78.1658
77283,2.68615,-88.204,515,174.739
77284,2.728,241.912,-515,64.6736
77285,5.90178,-334.895,515,-6.52943
77286,7.46047,99.6895,-191.54,215
77287,3.37363,-159.376,-515,-283.776
77288,6.72746,-255.398,176.794,215
77289,6.69775,-390.928,-20.3716,215
77290,0.088403,319.073,515,-45.3849
77291,6.93577,-515,103.525,-310.97
77292,2.75538,33.4096,-515,155.619
77293,9.89691,-442.676,227.771,-515
77294,0.715214,-515,-278.62,-265.089
77295,3.97949,-114.858,515,-332.6
77296,3.51102,-266.655,515,49.8373
77297,5.31106,-199.082,389.972,-515
77298,4.64192,76.5276,-24.8828,215
77299,2.22867,10.1986,-89.4573,215
77300,0.928354,-515,326.236,-401.236
77301,2.47793,-151.344,51.8091,215
77302,5.70311,515,-55.9167,52.5573
77303,5.79228,156.602,-515,-387.75
77304,4.27112,242.33,3.22242,215
77305,0.888746,-515,-347.605,-30.8548
77306,4.00202,47.4369,-39.563,215
77307,1.7841,515,462.599,-144.39
77308,1.525,214.772,-515,-10.164
77309,3.50736,-180.751,-515,-91.3741
77310,3.10299,72.8846,98.6975,215
77311,5.2294,515,-344.428,6.79229
77312,0.368079,-294.675,-66.7813,215
77313,3.60243,515,-109.051,-17.7838
77314,3.99453,-175.283,75.4776,215
77315,6.51179,187.462,209.691,215
77316,7.25444,-143.918,-515,9.57255
77317,3.69547,-515,-71.804,45.2558
77318,3.6706,515,415.829,-226.175
77319,0.920272,-431.243,-515,148.55
77320,5.54021,23.3831,78.0383,215
77321,3.65093,515,404.253,-254.261
77322,5.74634,-25.4878,-11.0801,-515
77323,2.26881,-12.0914,186.429,-515
77324,4.02876,277.934,-339.362,215
77325,9.15167,-515,303.056,202.397
77326,3.34085,142.55,-53.8739,215
77327,6.35106,340.736,-40.2798,-515
77328,6.39743,-515,-152.818,-150.403
77329,7.37838,515,-94.7901,-193.407
77330,1.84597,502.687,-253.136,-515
77331,2.39454,210.419,-228.358,215
77332,1.00731,-515,99.0032,24.8265
77333,3.58738,343.325,515,-230.115
77334,3.50224,394.176,512.243,215
77335,4.60218,-515,-61.7011,58.9254
77336,5.14787,106.816,99.8482,215
77337,4.95153,515,-278.257,103.166
77338,1.85485,-337.716,515,116.042
77339,0.92362,-226.339,254.586,215
77340,7.25026,5.48446,265.759,215
77341,5.01689,44.1919,87.7916,215
77342,0.624527,33.204,59.0553,215
77343,3.05322,271.242,-515,-318.013
77344,3.22664,-161.002,147.945,215
77345,6.33821,-379.058,-515,-141.255
77346,4.66005,-380.622,-424.04,215
77347,9.60989,93.8317,-515,-369.716
77348,1.00893,-515,146.47,195.213
77349,4.62636,-11.89,-231.148,215
77350,3.98509,496.898,515,-186.156
77351,4.76322,-373.452,-515,-502.119
77352,0.599872,439.355,515,-223.445
77353,5.69892,515,-89.8155,-305.134
77354,4.62899,-180.038,-417.714,215
77355,4.96792,-73.7568,23.8493,215
77356,2.49101,-309.146,515,-212.831
77357,8.65723,515,156.474,-67.1828
77358,6.08518,-17.5736,63.4528,215
77359,4.72559,-515,-155.432,8.18138
77360,0.80137,42.3535,-515,-227.237
77361,2.90753,63.6683,-37.438,215
77362,2.27705,-325.972,-78.0758,215
77363,4.8803,80.2522,-61.3135,215
77364,5.66889,401.004,515,-426.234
77365,7.0446,-91.7146,61.5467,215
77366,2.99266,-515,103.627,-147.249
77367,1.58581,-515,126.449,-22.947
77368,1.2771,-148.907,515,-291.677
77369,4.74406,-515,-250.031,-445.822
77370,4.09902,-260.318,-115.762,215
77371,0.701739,-78.7259,-84.2159,215
77372,4.20669,-124.411,515,193.427
77373,0.601138,515,70.7371,51.6119
77374,3.50925,-151.016,515,-496.16
77375,7.78671,55.1916,208.194,215
77376,5.21409,-18.2827,-515,-507.925
77377,1.34177,-123.731,-174.38,215
77378,5.11498,-336.909,397.061,215
77379,5.03373,-515,-262.801,-97.2706
77380,0.563072,-515,-125.329,-8.13033
77381,2.15596,-515,154.88,-29.281
77382,2.26604,515,-508.617,-98.7805
77383,0.838239,502.862,-157.707,215
77384,2.02285,427.282,220.004,215
77385,4.20755,-89.3809,515,205.488
77386,5.89346,-82.6625,199.205,215
77387,9.13378,-64.2939,-62.7601,215
77388,6.71744,515,-394.328,123.748
77389,1.20358,-515,-78.125,8.75951
77390,3.8822,-19.5394,153.866,215
77391,5.1729,-205.381,36.2749,215
77392,3.26658,-121.869,-419.808,-515
77393,4.13989,-515,496.173,-324.586
77394,5.52362,515,126.867,184.681
77395,3.24097,515,-398.519,-136.35
77396,0.452839,-244.051,219.87,215
77397,0.353755,-126.444,-515,-272.009
77398,1.49424,-43.7607,-98.092,215
77399,4.44473,302.704,515,-378.369
77400,2.78954,-501.375,515,-128.482
77401,3.40788,-515,95.4936,-64.4233
77402,4.19705,-515,216.166,120.639
77403,5.20796,-1.64419,515,0.0455379
77404,3.43111,329.253,-19.0347,215
77405,0.918788,360.544,515,-287.877
77406,3.59802,349.338,-384.36,-515
77407,4.25319,-178.263,-515,-378.766
77408,4.52619,-515,40.5804,-97.5703
77409,5.26203,-42.288,515,-447.931
77410,0.0810499,-515,-42.2914,-53.4637
77411,5.45308,-75.3043,-26.2891,-515
77412,5.35015,515,-287.165,96.3109
77413,3.21242,-143.959,-185.46,215
77414,4.0843,-19.0904,515,-9.18701
77415,2.37347,-515,-263.24,127.762
77416,5.71519,-57.0997,184.308,215
77417,3.53851,87.7361,-76.9044,215
