Event,KE_e,x,y,z
6240,4.36528,-120.223,-40.9807,215
6241,0.570225,252.687,-515,11.4662
6242,2.7991,-304.848,515,14.234
6243,4.44912,-50.9252,-515,33.3349
6244,1.4903,32.3812,293.388,215
6245,5.2863,338.19,-515,-501.032
6246,3.83141,-66.0964,-50.3363,215
6247,4.76995,-174.23,82.2813,215
6248,3.94268,-236.446,-515,102.242
6249,9.2051,-232.56,515,-498.934
6250,5.61654,131.242,-308.275,215
6251,4.32042,-515,321.713,-249.323
6252,3.36459,401.34,48.5302,215
6253,3.51899,515,-24.0395,-340.908
6254,1.93721,44.3457,515,-98.9041
6255,9.41368,515,138.181,-132.593
6256,0.0751119,51.9561,307.316,-515
6257,0.582737,-50.1134,21.8841,215
6258,4.01221,-125.625,-154.893,-515
6259,1.85805,-515,-273.398,-69.5059
6260,2.7343,162.778,255.223,215
6261,2.91356,145.642,293.81,215
6262,0.0812868,-318.631,292.991,215
6263,9.29679,-60.4094,-515,136.849
6264,4.78768,81.9803,-173.14,215
6265,1.37507,-500.287,-140.951,-515
6266,1.87687,107.235,-235.946,215
6267,1.65975,515,-18.8895,69.7668
6268,3.3697,457.902,515,-255.077
6269,1.76865,-242.822,-185.171,-515
6270,3.63375,-29.4159,515,-28.1642
6271,2.77063,246.806,-165.379,215
6272,3.27555,515,-133.383,-218.527
6273,8.49593,-91.7631,-243.968,215
6274,6.02668,126.073,-299.904,215
6275,4.77995,382.225,-515,-362.985
6276,3.50777,95.9175,70.3532,215
6277,4.42054,515,113.376,-81.4409
6278,1.66715,515,0.160746,213.738
6279,4.79415,-234.104,515,-15.2322
6280,1.44142,500.462,351.094,-515
6281,5.89767,110.491,515,130.19
6282,4.25193,196.805,-379.955,215
6283,6.816,-515,-318.169,-264.828
6284,2.63117,-339.367,515,-446.241
6285,5.17588,-86.034,-273.312,-515
6286,1.89732,73.2734,86.8701,215
6287,2.92905,-515,-184.631,85.1124
6288,0.855165,199.403,110.498,215
6289,2.9017,283.914,515,-423.037
6290,0.100746,-139.996,515,76.8223
6291,2.22744,53.4034,-492.425,215
6292,1.35655,508.891,515,-218.06
6293,1.51887,187.791,515,157.207
6294,6.36095,515,241.496,-398.702
6295,0.870837,208.034,-169.026,-515
6296,3.67483,236.136,68.8241,215
6297,3.75542,-515,501.172,111.448
6298,4.643,-515,229.39,-244.892
6299,5.40298,-296.067,-72.258,-515
6300,2.92732,-24.7832,133.342,215
6301,0.515074,115.227,515,-490.629
6302,4.99711,21.8383,-428.023,215
6303,2.55916,-154.761,-170.637,-515
6304,7.08241,39.0631,-351.444,215
6305,6.26343,7.10222,515,-144.982
6306,4.04935,-515,475.356,163.898
6307,1.77844,178.455,-197.76,215
6308,0.276733,515,202.085,-274.12
6309,3.92954,515,-157.737,-257.535
6310,7.38675,-218.018,515,-324.472
6311,1.97054,-30.2537,96.8852,215
6312,4.96185,-515,27.0173,154.961
6313,7.30576,-476.136,-515,-454.039
6314,6.12914,-515,128.502,100.383
6315,3.90256,271.769,515,62.004
6316,7.1178,501.268,-258.943,215
6317,2.09653,-91.4963,-417.499,215
6318,1.96816,-42.7849,-139.146,215
6319,2.23107,-71.628,-187.333,-515
6320,4.45255,-515,-265.632,167.03
6321,6.88161,355.886,-317.27,-515
6322,3.07607,-80.6449,-515,-92.8142
6323,6.83502,515,-292.536,-89.5457
6324,4.8325,52.4716,515,99.0774
6325,3.42612,222.888,515,-287.565
6326,3.28269,-329.261,-515,-102.729
6327,9.11158,-52.9508,-312.14,-515
6328,3.50962,-515,56.0263,-268.618
6329,4.58447,-122.821,-61.5154,-515
6330,3.04997,-153.322,-214.733,215
6331,3.27344,-515,-22.0231,138.248
6332,1.49671,-32.5777,515,143.245
6333,7.13272,-193.112,-217.502,-515
6334,0.659871,-230.662,94.2172,215
6335,5.20085,348.137,142.298,215
6336,5.46671,-509.157,-515,-495.386
6337,4.32051,515,71.9908,-255.871
6338,1.03747,-20.6603,-77.461,215
6339,3.30198,185.43,133.493,215
6340,0.55047,362.12,-156.012,-515
6341,3.95521,69.6013,-82.8907,215
6342,4.97837,357.908,5.45327,215
6343,7.86791,-383.111,106.073,-515
6344,6.83839,-81.7913,127.882,215
6345,2.62412,127.254,-59.0266,215
6346,3.85147,-449.593,-164.335,215
6347,2.00543,-264.746,-515,-343.335
6348,1.47502,99.3256,59.7577,215
6349,2.38481,-62.9978,-515,2.37305
6350,3.87601,140.542,-515,-29.9417
6351,1.62352,-275.535,-343.816,215
6352,0.193942,367.589,180.114,215
6353,4.3545,387.797,509.461,215
6354,1.59741,-515,-328.624,96.1426
6355,6.32619,157.909,155.303,215
6356,5.43082,-324.649,-177.318,-515
6357,2.17277,515,311.291,-456.153
6358,2.56522,121.836,-90.4388,215
6359,4.1854,35.1702,460.309,215
6360,2.98476,-102.143,515,-50.3975
6361,3.80456,-515,-346.205,-357.751
6362,2.85154,-340.487,-515,-102.553
6363,1.37097,-177.66,215.982,-515
6364,5.09725,515,367.877,62.2493
6365,2.23685,-317.384,-515,-26.2227
6366,4.44657,270.211,-27.7277,215
6367,2.20791,-515,-123.014,4.44649
6368,7.41166,223.057,215.425,-515
6369,3.0196,114.098,-515,67.3139
6370,3.41728,158.303,-461.875,-515
6371,4.09854,73.4956,-55.604,215
6372,1.0445,-121.981,-515,-395.448
6373,1.34207,-30.295,287.53,215
6374,1.94941,146.809,309.073,215
6375,6.6715,440.773,-165.448,-515
6376,5.91495,-515,-280.045,63.3486
6377,2.95157,246.732,515,-252.224
6378,3.43828,-108.599,-223.39,215
6379,1.47849,-95.6062,171.76,215
6380,4.06704,-118.945,55.5,215
6381,2.16644,115.351,-3.57291,215
6382,5.96769,515,21.9056,-290.233
6383,1.29621,-515,-74.1783,78.0379
6384,3.23928,515,-80.0512,192.357
6385,1.47312,22.9973,-515,141.321
6386,3.68717,515,195.612,138.294
6387,0.638141,-229.41,-515,57.5023
6388,8.73066,326.117,515,158.798
6389,7.39417,159.009,515,-216.34
6390,2.89769,-460.406,-515,-135.231
6391,4.2529,236.811,515,-274.304
6392,4.16866,-43.1209,-209.776,215
6393,5.65551,-515,22.5898,-120.745
6394,0.395247,-475.362,515,-502.369
6395,8.27724,-172.527,-166.867,215
6396,2.11136,28.0872,140.121,-515
6397,0.45211,-12.6776,515,-511.084
6398,2.38132,-184.79,-515,-131.505
6399,5.42338,396.537,515,61.6338
6400,1.84382,-139.166,515,-72.0578
6401,0.41446,384.181,113.41,215
6402,2.98713,-56.0808,515,-186.269
6403,6.40653,-103.183,84.1523,215
6404,0.400939,515,-341.837,-409.63
6405,3.64471,-165.469,172.036,215
6406,3.85973,102.999,101.001,215
6407,0.686681,-250.755,515,100.213
6408,0.14498,-311.218,105.24,215
6409,2.67594,-296.522,-458.902,215
6410,3.0643,515,141.555,-189.438
6411,0.342217,-71.7062,-284.665,215
6412,2.16124,-341.926,53.9538,-515
6413,3.61083,-515,-361.993,-332.562
6414,5.51822,-130.898,515,180.378
6415,6.97215,-500.833,-515,-430.106
6416,2.90098,-515,-277.877,-37.9181
6417,4.35371,-244.035,317.466,215
6418,6.1207,-515,-246.927,-466.002
6419,5.01592,515,460.182,-74.5725
6420,3.0459,-81.4898,-515,-117.95
6421,0.623457,-153.179,-515,-202.308
6422,0.67081,38.1659,515,-514.997
6423,7.34243,144.565,2.51772,-515
6424,5.47331,-515,173.486,8.4247
6425,1.57845,413.335,-515,-120.961
6426,1.57812,515,435.443,10.523
6427,3.09694,-288.416,124.527,215
6428,4.57439,-371.491,515,-370.705
6429,0.626361,23.3072,-161.246,-515
6430,4.97833,510.64,515,-326.462
6431,2.8852,515,280.723,-172.904
6432,1.96548,147.42,-159.172,215
6433,5.84941,-318.071,-515,133.399
6434,4.61588,-230.744,365.347,-515
6435,5.65412,-75.1487,-85.5035,215
6436,2.43599,515,172.089,-105.365
6437,1.06646,-29.0154,-515,-156.601
6438,3.10552,-294.156,-515,44.2536
6439,5.24413,39.0936,129.282,215
6440,1.57565,-118.128,-515,-275.138
6441,3.98183,-448.531,515,168.859
6442,2.46535,-226.998,34.9951,215
6443,0.920509,-515,-456.131,-430.627
6444,1.19487,-389.031,515,30.5066
6445,3.03687,515,-118.357,24.9883
6446,0.0301872,-515,176.444,83.0838
6447,1.63325,-306.617,-515,74.7641
6448,2.17253,515,-347.532,-154.46
6449,4.13959,-227.525,515,190.259
6450,1.9545,43.2949,260.499,-515
6451,4.86829,-515,-306.423,-21.4742
6452,4.33517,431.359,17.313,-515
6453,3.70507,18.9929,-515,-428.16
6454,1.04188,259.126,103.671,215
6455,1.93108,-198.097,-250.993,215
6456,4.22361,-276.849,515,-356.562
6457,6.20244,-515,123.888,120.046
6458,5.26049,-515,-12.7074,162.612
6459,1.16916,44.2127,-515,47.3884
6460,1.3914,-200.035,515,-156.399
6461,2.46719,-317.533,-307.892,-515
6462,6.64679,-515,498.417,-73.7659
6463,0.383455,45.2774,515,-85.1204
6464,1.59753,515,-61.5392,5.59695
6465,4.937,76.4823,-82.7244,215
6466,7.45778,-414.681,-200.257,215
6467,3.64427,228.566,-515,162.454
6468,3.00754,-258.598,515,-67.2011
6469,0.886911,388.48,-493.597,-515
6470,3.08163,-515,429.713,138.364
6471,2.41475,-515,126.314,5.05407
6472,4.75073,67.6678,281.324,215
6473,9.0023,4.66333,-515,-482.775
6474,0.470599,251.415,-515,114.234
6475,6.96571,334.091,515,-355.154
6476,5.25896,-179.14,-515,112.357
6477,2.45411,515,-115.612,-118.004
6478,1.89523,-475.199,515,202.685
6479,4.03904,167.903,370.266,-515
6480,4.68642,-515,448.724,113.319
6481,1.20315,515,338.583,-277.781
6482,2.29393,-502.172,-422.746,215
6483,3.25069,515,-46.136,71.3126
6484,5.07251,-0.511359,301.554,-515
6485,0.108942,284.598,-515,-171.051
6486,3.71154,230.463,-355.62,215
6487,1.99981,-515,-32.6012,-52.8458
6488,5.42204,-440.291,292.367,215
6489,3.42477,78.8713,21.4195,-515
6490,3.8734,515,16.3867,-151.376
6491,2.27111,-90.6443,515,-324.735
6492,1.61808,104.204,-515,34.7882
6493,1.53164,-72.4409,515,-290.042
6494,0.788018,-515,-431.569,129.164
6495,7.91972,-515,225.328,-40.1971
6496,1.22934,-184.66,89.8156,-515
6497,4.66434,-311.331,189.31,-515
6498,3.9348,93.5894,515,8.17715
6499,1.9184,251.917,302.37,215
6500,6.77986,-333.854,-496.006,215
6501,5.33394,-515,-103.574,-377.762
6502,4.2733,-515,39.9398,-36.5422
6503,4.94229,-140.567,143.908,215
6504,3.24738,-515,-14.9602,58.1834
6505,1.79384,515,30.3921,-17.3915
6506,2.19223,283.584,515,-66.3782
6507,4.81681,463.892,515,-39.0593
6508,2.24297,311.198,105.627,215
6509,5.08629,207.558,-515,-17.6058
6510,0.113476,311.698,515,-120.515
6511,5.3306,515,96.4261,94.7431
6512,3.70494,299.718,363.933,215
6513,3.65136,-51.3586,232.108,215
6514,6.83724,-109.097,21.5837,215
6515,0.190474,209.989,6.01253,215
6516,2.53447,515,42.243,-349.603
6517,4.05329,-354.278,-115.834,215
6518,0.371299,-36.384,53.9077,215
6519,2.73546,-436.373,515,61.268
6520,4.83793,100.845,-161.993,-515
6521,5.02977,515,103.243,-155.52
6522,5.98571,338.037,515,-152.038
6523,1.11755,82.4342,515,19.6034
6524,4.12546,515,-502.544,-149.74
6525,4.89955,367.386,372.468,-515
6526,5.48816,66.0007,120.107,-515
6527,0.461629,-375.375,515,-152.516
6528,0.277037,-45.9017,515,-158.181
6529,3.91019,-169.605,179.98,215
6530,6.32416,313.964,-259.499,215
6531,0.611935,120.791,-515,-261.718
6532,2.18767,228.26,120.326,-515
6533,4.53168,23.1923,318.528,215
6534,3.47755,45.531,515,196.057
6535,7.01357,58.3212,-213.198,-515
6536,3.04042,-515,-325.659,212.855
6537,5.44675,-328.39,323.442,215
6538,2.61949,456.641,120.835,-515
6539,5.19021,305.495,296.23,-515
6540,2.29392,309.679,195.506,215
6541,3.24584,-58.077,515,-58.854
6542,4.08769,-275.722,96.9278,215
6543,1.51515,-304.238,-116.295,215
6544,0.666488,244.444,-44.9787,215
6545,7.26025,-515,278.171,205.847
6546,5.80347,490.854,119.226,215
6547,0.517039,-313.504,399.228,215
6548,3.94879,343.221,-515,69.0639
6549,3.45148,172.818,102.171,215
6550,0.0350737,-41.7668,134.341,215
6551,0.121089,-117.625,-16.4054,-515
6552,2.84571,515,-384.917,-336.385
6553,0.639322,449.092,515,-396.015
6554,1.74024,-515,62.2882,-453.39
6555,5.52613,19.7893,515,-59.811
6556,1.79085,56.9001,-194.06,215
6557,3.54208,-121.053,-515,-348.06
6558,0.881573,-41.495,-497.189,215
6559,3.96846,146.883,216.185,215
6560,4.80898,-21.9638,91.8702,215
6561,2.82124,48.881,157.541,215
6562,4.22539,-515,402.292,67.4949
6563,2.68073,285.055,-303.329,215
6564,3.70806,-450.18,515,-260.34
6565,4.84588,-515,117.553,142.637
6566,5.03959,515,173.69,-10.4621
6567,4.11855,64.6272,-225.162,-515
6568,7.45514,-515,-179.02,-205.19
6569,0.2758,381.084,-515,-325.726
6570,3.52572,176.73,-79.652,-515
6571,7.45812,-423.506,515,-65.7498
6572,0.978989,-179.083,79.6715,-515
6573,3.01835,-473.8,-515,-353.632
6574,8.72477,419.504,515,45.1789
6575,4.89031,104.119,515,152.139
6576,4.94557,-515,115.935,-171.097
6577,4.23761,225.522,515,176.47
6578,2.2455,-339.563,190.746,-515
6579,5.77498,-92.3791,37.5928,215
6580,2.55825,139.317,37.2745,-515
6581,5.28737,-245.254,-122.431,-515
6582,0.898575,515,-87.0942,-333.127
6583,3.14083,31.5977,515,32.8193
6584,0.0734855,-220.481,-236.089,-515
6585,4.34371,-15.87,351.448,-515
6586,2.66806,262.291,469.376,215
6587,7.09055,23.443,35.0111,215
6588,2.22759,515,-90.9419,-165.44
6589,0.687872,30.4785,515,-160.961
6590,9.49947,450.51,-428.24,-515
6591,1.73936,-78.3279,-515,-216.582
6592,2.53535,233.685,85.9777,215
6593,1.92792,515,-467.819,-142.609
6594,3.70687,348.193,68.4731,215
6595,6.68992,-450.263,-298.033,-515
6596,0.291317,433.558,-92.8579,-515
6597,4.94695,-157.732,109.307,215
6598,0.60361,-515,-344.576,-139.695
6599,2.9866,-515,-353.921,-63.4052
6600,3.87959,-266.41,-78.5512,-515
6601,9.05201,-139.279,-515,58.628
6602,2.77683,138.982,7.08744,215
6603,5.80684,384.989,3.50826,-515
6604,0.143393,256.776,-201.6,215
6605,0.634422,421.919,69.5024,215
6606,7.10928,-157.913,-325.039,-515
6607,0.781939,515,-99.5856,-14.1865
6608,3.54754,-166.885,-515,-221.901
6609,0.901091,-228.121,-348.919,-515
6610,3.23463,-123.268,244.089,-515
6611,4.66231,361.226,-515,-442.301
6612,4.62979,102.724,73.1587,-515
6613,6.2896,-140.301,9.32324,215
6614,5.67888,-200.517,515,-247.008
6615,3.69676,380.806,-256.619,-515
6616,0.0297286,515,342.462,-440.468
6617,2.5002,-443.052,120.442,-515
6618,7.53628,113.358,-515,-108.403
6619,3.09602,-1.89471,-60.5277,215
6620,2.81698,-3.82781,-515,-284.797
6621,3.18911,-88.9947,515,35.0906
6622,2.29667,-373.824,515,-261.307
6623,7.96991,82.7743,189.457,-515
6624,1.707,214.405,35.3044,215
6625,3.72652,515,-245.201,135.408
6626,6.40404,-515,229.09,203.641
6627,5.99639,144.841,6.84213,215
6628,0.628033,-52.5959,-324.237,215
6629,2.89281,-399.211,315.444,215
6630,5.44635,21.1534,-36.1141,215
6631,5.45833,64.5842,124.442,215
6632,3.05761,19.3281,515,-158.253
6633,3.07553,515,316.503,-406.749
6634,8.97423,-515,-249.195,-66.4295
6635,1.3126,-289.254,167.603,215
6636,7.26467,-30.3519,-64.0184,-515
6637,0.368162,29.4656,28.0792,215
6638,5.87706,255.511,144.88,215
6639,0.327763,143.485,-515,-317.82
6640,2.80821,-24.0995,-166.713,215
6641,0.763509,-22.7722,-24.5165,215
6642,1.21944,-203.8,515,54.6458
6643,2.66247,-400.883,-203.222,-515
6644,2.93753,-515,-73.1044,-440.478
6645,1.62576,515,464.562,-138.591
6646,4.23972,-451.546,515,-278.254
6647,3.96594,-249.057,-37.3801,-515
6648,2.26985,-321.903,-270.035,-515
6649,2.2465,80.1854,262.148,215
6650,8.24899,-56.2941,-189.639,-515
6651,6.4052,515,-474.095,-49.0367
6652,5.5457,452.539,515,49.6007
6653,0.858883,376.171,515,-214.708
6654,4.34427,-165.24,-515,29.4762
6655,3.51257,-142.027,-515,-54.9406
6656,5.38742,515,313.921,186.212
6657,5.59354,-276.022,515,-196.154
6658,1.37713,-223.713,-515,84.0629
6659,2.03612,-55.1632,-104.355,-515
6660,7.42661,-505.11,-515,-284.898
6661,1.13618,228.52,-224.679,-515
6662,2.81487,6.1801,-47.0115,215
6663,1.35712,101.281,-126.686,215
6664,5.38587,-283.784,107.03,-515
6665,5.50662,230.304,-165.365,215
6666,5.21784,484.954,515,-272.177
6667,2.8095,-270.128,431.971,-515
6668,0.783363,67.4019,96.0019,215
6669,5.16174,103.308,-459.66,215
6670,5.37242,70.1187,515,-156.81
6671,2.61842,515,-128.175,-197.333
6672,0.46967,-515,-158.788,107.381
6673,3.63873,-408.739,-515,-403.518
6674,4.52585,-515,312.154,-106.159
6675,3.95018,-515,-282.847,-266.184
6676,1.03165,515,-152.147,-73.5971
6677,9.27742,515,-190.674,112.738
6678,6.70298,515,-428.333,127.506
6679,5.52993,-303.297,290.09,215
6680,4.76382,-206.863,515,117.02
6681,4.53251,50.1914,17.1713,215
6682,3.65646,-246.064,515,5.9436
6683,0.0816059,-97.1955,437.756,-515
6684,0.343638,54.7792,-97.5328,215
6685,2.90545,236.353,12.0908,-515
6686,1.0131,120.276,-364.213,-515
6687,2.07231,27.1904,56.3166,215
6688,5.67315,515,-50.5645,-83.5254
6689,2.72703,-268.656,-515,-64.8652
6690,3.3148,-104.905,-515,-470.55
6691,1.71774,249.693,167.992,215
6692,2.19048,407.231,-184.445,215
6693,2.42545,-51.0427,-266.332,215
6694,6.96574,-163.086,-39.9251,-515
6695,4.36134,251.721,37.2283,-515
6696,2.83961,101.802,-154.202,-515
6697,9.62868,-162.495,515,-188.351
6698,6.69434,515,-102.226,18.0205
6699,3.96873,-56.3381,-515,-123.315
6700,1.32079,-515,252.567,158.633
6701,3.56291,515,-17.995,-92.9001
6702,0.322115,-345.688,343.912,-515
6703,6.8463,236.712,515,-43.4268
6704,2.92477,362.194,-241.844,-515
6705,3.23344,102.178,-121.021,-515
6706,3.19094,-515,0.31767,-308.108
6707,2.55265,515,-349.067,-210.527
6708,3.24335,-325.803,-515,11.4552
6709,3.74716,-515,512.223,-171.209
6710,1.14863,160.406,-62.0749,215
6711,3.29188,140.73,-515,-443.31
6712,4.7196,-515,-290.977,-210.334
6713,5.70242,515,361.867,-288.437
6714,3.98587,-29.7278,-355.928,215
6715,6.8608,-322.268,-126.301,215
6716,2.12295,-138.685,-202.133,215
6717,6.15517,-115.807,515,78.402
6718,9.0431,-126.637,354.854,215
6719,0.352792,-515,476.646,-110.852
6720,0.710406,-515,-429.641,-40.0769
6721,4.86267,-515,473.867,-385.806
6722,6.45874,-264.312,-515,-332.524
6723,4.28752,160.684,-17.788,215
6724,4.30707,-515,-59.6877,-209.334
6725,0.523003,242.719,-85.5055,215
6726,5.48175,30.1577,-149.773,215
6727,4.29615,-34.2851,-222.147,215
6728,4.76246,425.814,495.465,215
6729,5.33747,233.214,515,-224.845
6730,2.69039,-77.4269,470.17,-515
6731,5.12684,-126.571,-10.6446,215
6732,1.72971,-491.469,-406.843,215
6733,4.85293,-515,247.021,-356.214
6734,4.96411,486.926,-515,-103.809
6735,3.53742,-250.147,-26.2725,215
6736,3.4653,-454.759,515,-279.711
6737,3.16173,47.2784,-25.4852,215
6738,1.74403,-101.276,-107.805,215
6739,3.40454,253.44,515,-365.76
6740,9.95645,-98.3006,-98.3063,215
6741,5.07551,206.958,-515,11.323
6742,7.31263,515,163.877,196.704
6743,4.32956,225.335,123.458,215
6744,2.07314,-400.479,-17.2878,-515
6745,6.35849,9.78249,-72.4716,215
6746,1.02972,-380.69,-515,188.11
6747,3.83217,130.991,276.475,215
6748,7.45268,515,156.794,-194.844
6749,0.892071,515,-308.96,-8.56945
6750,4.33246,-365.093,-347.06,-515
6751,0.710705,515,48.2057,87.6446
6752,7.12466,-303.128,515,43.449
6753,5.53699,52.3862,-82.5743,215
6754,5.4089,208.727,515,3.00852
6755,5.48867,515,318.356,-204.06
6756,5.99417,342.4,75.076,215
6757,3.15614,356.369,-166.22,215
6758,0.667016,211.799,264.008,-515
6759,3.64612,-294.131,275.754,-515
6760,1.51341,0.981493,94.4819,215
6761,9.69223,350.373,-180.369,-515
6762,0.506687,515,219.011,-80.7136
6763,5.50379,-137.184,270.249,-515
6764,3.11678,178.875,-515,-24.399
6765,6.07973,111.893,56.2741,215
6766,2.81061,515,320.895,177.203
6767,5.1937,515,380.939,-364.75
6768,7.88651,447.383,148.503,-515
6769,0.449667,-515,96.8112,72.1028
6770,3.70517,-114.635,-515,-55.7624
6771,3.63695,144.068,149.711,-515
6772,6.19434,-18.8926,515,116.552
6773,3.69671,-515,91.58,-143.972
6774,0.122682,475.633,-515,-503.995
6775,0.391529,-515,-227.997,-291.143
6776,3.90046,-47.169,515,153.773
6777,6.14098,52.4621,57.6733,215
6778,1.2795,125.802,-515,-66.5507
6779,3.88106,-89.4563,403.199,-515
6780,1.16891,-128.635,385.423,-515
6781,3.01534,-26.8449,-258.734,-515
6782,6.62834,-336.959,-54.2702,215
6783,2.56445,35.3951,-284.112,215
6784,1.15634,-439.069,515,80.2791
6785,6.22417,-303.501,-515,-67.5878
6786,3.7058,-359.368,120.496,215
6787,6.60111,515,268.321,-73.1744
6788,1.76816,-404.368,258.286,215
6789,5.57139,336.415,-287.782,215
6790,4.53635,-77.0077,233.329,215
6791,3.74474,369.189,515,-400.116
6792,5.35024,515,-82.2547,-426.452
6793,3.16241,337.77,-18.0064,215
6794,7.26374,454.22,116.089,-515
6795,5.57699,2.52271,-515,-215.109
6796,1.70692,393.762,317.512,-515
6797,5.65164,-3.97512,-55.2769,215
6798,1.74732,411.77,-373.93,-515
6799,2.84661,49.43,515,47.9705
6800,0.360737,-79.2802,-515,100.879
6801,4.92266,515,56.1738,-254.239
6802,5.77428,-55.0441,-171.947,215
6803,2.87921,140.857,-32.6942,215
6804,5.80913,204.355,-515,195.801
6805,2.76552,-204.428,101.135,215
6806,0.842224,-515,100.388,-23.2779
6807,4.53696,-455.817,-21.2455,215
6808,3.0332,-135.923,152.32,215
6809,3.47343,-365.409,-515,-14.2051
6810,2.75,-515,-33.4638,95.4876
6811,4.42919,353.468,165.348,215
6812,1.23539,-147.333,17.8825,215
6813,2.18001,27.8389,-515,-153.605
6814,2.97928,-20.8032,-67.6929,215
6815,0.00739758,177.931,-183.026,215
6816,3.33258,68.8496,-345.862,215
6817,1.26023,-515,505.447,197.413
6818,0.14779,-229.944,515,35.4973
6819,3.72377,117.785,-515,-409.447
6820,1.96567,293.479,-7.45024,215
6821,7.07519,-63.1856,-144.024,215
6822,3.01291,-164.45,-251.387,-515
6823,0.471559,334.083,-515,-73.748
6824,3.3207,-515,-456.309,-52.16
6825,2.50851,76.648,515,113.477
6826,3.46775,442.392,-168.936,-515
6827,2.50588,-266.675,-514.479,-515
6828,7.37898,-30.9808,-48.3921,215
6829,3.71784,515,381.404,-501.201
6830,3.29827,-515,-148.909,-16.5195
6831,2.66398,72.7596,-418.456,215
6832,3.98877,-362.954,282.41,-515
6833,3.46944,-124.687,-515,-348.52
6834,3.35071,160.066,119.23,-515
6835,0.202439,-438.593,515,-105.851
6836,3.2274,-392.525,313.178,215
6837,3.46135,26.5305,-144.285,215
6838,4.26276,112.207,386.855,215
6839,1.43,-257.681,-411.972,215
6840,1.61698,515,-73.9667,-15.5132
6841,0.815538,-133.818,-38.6281,215
6842,5.07197,487.808,515,-378.073
6843,3.84771,220.091,114.539,215
6844,3.53666,-515,11.0008,139.996
6845,3.99945,-146.253,7.79392,215
6846,0.431194,-152.145,369.226,215
6847,8.56165,-75.8172,-515,-452.866
6848,2.3907,515,88.1107,-24.9258
6849,1.54989,-515,116.716,-338.651
6850,5.6553,-179.289,-515,-388.974
6851,4.92368,515,97.6329,86.1765
6852,1.01955,-27.7139,-48.0051,215
6853,4.75625,250.159,-218.698,-515
6854,0.766384,-295.643,515,-352.791
6855,0.924051,-49.2768,272.924,215
6856,8.97211,-515,114.902,-94.3015
6857,1.95705,-465.397,-275.367,-515
6858,2.66766,515,105.082,176.67
6859,2.89071,58.8191,38.5303,215
6860,2.33238,-209.603,-24.8105,215
6861,4.26548,372.534,342.159,-515
6862,2.93194,-515,-394.696,112.847
6863,3.80743,-48.9701,515,174.586
6864,0.426611,-515,496.001,-58.2532
6865,1.34379,-515,435.339,182.447
6866,0.573913,345.385,-515,-147.969
6867,8.44655,-46.7348,-194.913,215
6868,2.64355,-477.331,-515,-176.719
6869,2.78897,-334.698,-413.845,-515
6870,0.0398688,165.857,-47.5763,215
6871,2.67976,-308.293,290.133,215
6872,7.0628,515,114.391,49.4253
6873,5.43903,-515,133.04,-501.549
6874,1.87643,-193.08,-515,-514.18
6875,5.32797,-515,112.734,184.74
6876,0.954161,387.055,404.354,-515
6877,6.37038,515,461.535,-8.87754
6878,1.58383,236.127,158.509,215
6879,4.53941,84.4474,130.474,-515
6880,5.03018,-108.969,158.543,-515
6881,4.22773,-51.2683,8.66349,215
6882,2.60424,-515,-152.148,-53.7882
6883,4.6566,515,200.231,62.4475
6884,6.06367,-515,-443.243,-262.293
6885,5.01582,-32.9056,25.7981,215
6886,4.80391,515,-197.383,-257.263
6887,6.14315,-36.9142,53.455,215
6888,4.34602,397.173,-209.787,-515
6889,2.04728,515,-86.3024,-265.752
6890,1.19306,440.348,-203.349,-515
6891,1.80756,29.4327,-101.48,-515
6892,2.3331,-515,-154.728,-48.4081
6893,6.6894,-9.83107,515,-199.383
6894,4.00007,28.432,-214.727,215
6895,2.03658,515,137.069,-102.669
6896,1.22961,170.366,515,206.781
6897,4.17031,-210.601,-413.102,215
6898,0.152915,-141.117,-299.848,215
6899,2.85925,217.398,-129.416,215
6900,2.19853,-311.247,-221.352,215
6901,1.80757,-127.202,-515,-157.685
6902,2.39352,-500.787,-511.1,-515
6903,2.97794,-330.265,-515,-126.417
6904,0.825053,248.893,-515,-354.626
6905,7.30713,515,-23.0492,-289.314
6906,2.24675,-163.005,-179.421,215
6907,7.08679,515,-189.612,-183.389
6908,2.38145,-93.6384,515,-229.647
6909,5.74584,246.106,325.019,-515
6910,5.43459,-515,32.6761,1.39661
6911,4.11221,-209.161,515,-229.085
6912,2.29685,-320.799,-64.0979,215
6913,2.28852,116.534,515,194.583
6914,2.0601,-442.268,-293.777,215
6915,5.23401,468.587,-515,11.2755
6916,4.54903,442.05,-70.3622,215
6917,2.04481,515,-451.254,-78.9572
6918,6.71948,-118.202,65.4692,215
6919,0.132087,-15.5722,515,-170.102
6920,4.02694,515,366.824,-131.429
6921,9.46186,-515,270.413,-351.532
6922,2.51354,515,292.5,-291.111
6923,0.343579,69.0341,-104.382,215
6924,4.61226,49.849,-515,107.361
6925,3.43652,-515,-77.8804,-68.497
6926,1.04075,-230.665,287.186,215
6927,4.59524,191.526,515,-314.711
6928,4.3756,324.048,222.017,215
6929,6.47341,-222.671,515,-65.4778
6930,2.80691,48.5624,432.324,-515
6931,4.82622,31.817,402.671,-515
6932,1.69983,-377.162,75.5512,-515
6933,5.5848,240.799,0.29398,-515
6934,2.97025,-515,137.391,-90.2475
6935,3.89214,277.096,411.898,215
6936,5.58541,173.853,-515,-125.84
